ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,ROAD_NAME,LGA_NAME,LATITUDE,LONGITUDE,YEAR,MONTH,MONTH_NAME,HOUR,TIME_PERIOD,DAY_TYPE
T20230010749,2023-05-08,11:40:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,780553,T intersection,2,60,Arterial Highway,PUNT,MELBOURNE,-37.820328,144.98956,2023,5,May,11,Midday,Weekday
T20230010750,2023-05-08,10:10:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,63411,Cross intersection,3,60,Local Road,ELSUM,BRIMBANK,-37.75211,144.7733,2023,5,May,10,Midday,Weekday
T20230010751,2023-05-08,11:35:00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH,1,788258,Not at intersection,3,60,Local Road,BLACKBURN,MANNINGHAM,-37.76031,145.16713,2023,5,May,11,Midday,Weekday
T20230010754,2023-05-08,10:40:00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,72150,T intersection,2,80,Arterial Highway,SOUTH GIPPSLAND,CASEY,-38.156685,145.31743,2023,5,May,10,Midday,Weekday
T20230010757,2023-05-08,13:12:00,2,Struck Pedestrian,1,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,773654,Not at intersection,2,40,Local Road,DOUGLAS,DANDENONG,-37.965855,145.1743,2023,5,May,13,Midday,Weekday
T20230010766,2023-05-08,13:08:00,1,Collision with vehicle,1,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,776475,Not at intersection,2,60,Local Road,CORRIGAN,DANDENONG,-37.971542,145.1671,2023,5,May,13,Midday,Weekday
T20230010776,2023-05-08,16:38:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,786148,Not at intersection,3,80,Arterial Highway,NEPEAN,KINGSTON,-37.93568,145.03659,2023,5,May,16,Afternoon Peak,Weekday
T20230010779,2023-05-08,15:30:00,4,Collision with a fixed object,1,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,786693,T intersection,2,60,Arterial Other,CAMBERWELL,BOROONDARA,-37.83843,145.06485,2023,5,May,15,Afternoon Peak,Weekday
T20230010781,2023-05-08,17:15:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,773735,Not at intersection,3,50,Arterial Other,SHRIVES,CASEY,-38.030342,145.28296,2023,5,May,17,Afternoon Peak,Weekday
T20230010782,2023-05-08,16:10:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,780554,Not at intersection,2,100,Freeway,PRINCES,CASEY,-38.035744,145.32826,2023,5,May,16,Afternoon Peak,Weekday
T20230010785,2023-05-08,18:50:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),3,786149,Not at intersection,3,60,Arterial Other,TOORONGA,STONNINGTON,-37.860336,145.0408,2023,5,May,18,Afternoon Peak,Weekday
T20230010792,2023-05-08,18:55:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,35506,Cross intersection,2,50,Local Road,ALMA,GLEN EIRA,-37.864895,145.01904,2023,5,May,18,Afternoon Peak,Weekday
T20230010797,2023-05-08,16:54:00,1,Collision with vehicle,1,Monday,132,RIGHT REAR.,1,776172,T intersection,2,60,Local Road,BALD HILL,CARDINIA,-38.0848,145.49432,2023,5,May,16,Afternoon Peak,Weekday
T20230010801,2023-05-08,18:05:00,4,Collision with a fixed object,1,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,775890,Not at intersection,2,60,Arterial Other,KANGAROO GROUND-WARRANDYTE,NILLUMBIK,-37.696995,145.2228,2023,5,May,18,Afternoon Peak,Weekday
T20230013889,2023-05-08,06:35:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),2,783650,Not at intersection,3,60,Non Arterial,SNEYDES,WYNDHAM,-37.898342,144.71066,2023,5,May,6,Morning Peak,Weekday
T20230011973,2023-05-08,09:10:00,1,Collision with vehicle,1,Monday,137,LEFT TURN SIDESWIPE,1,775887,Not at intersection,3,60,Arterial Highway,HIGH,BENDIGO,-36.789078,144.24503,2023,5,May,9,Morning Peak,Weekday
T20230010738,2023-05-08,09:50:00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,29803,T intersection,2,60,Arterial Other,PLENTY,DAREBIN,-37.72733,145.02013,2023,5,May,9,Morning Peak,Weekday
T20230010878,2023-05-08,10:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,786915,Not at intersection,3,100,Freeway,MONASH,MONASH,-37.8861,145.10573,2023,5,May,10,Midday,Weekday
T20230012973,2023-05-08,16:40:00,1,Collision with vehicle,1,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,775530,Not at intersection,3,60,Arterial Highway,HIGH,MITCHELL,-37.417324,144.97905,2023,5,May,16,Afternoon Peak,Weekday
T20230010879,2023-05-09,18:20:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,775891,Not at intersection,3,50,Local Road,ELIZABETH,MELBOURNE,-37.808384,144.96046,2023,5,May,18,Afternoon Peak,Weekday
T20230010856,2023-05-09,09:30:00,2,Struck Pedestrian,2,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,35315,Cross intersection,2,40,Arterial Highway,LONSDALE,DANDENONG,-37.98811,145.21445,2023,5,May,9,Morning Peak,Weekday
T20230010929,2023-05-09,17:20:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,773798,Not at intersection,3,80,Local Road,ELEVENTH,MILDURA,-34.21362,142.18617,2023,5,May,17,Afternoon Peak,Weekday
T20230010887,2023-05-09,20:55:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,4,773951,Not at intersection,3,80,Arterial Highway,SOUTH GIPPSLAND,CASEY,-38.085026,145.27783,2023,5,May,20,Night,Weekday
T20230011581,2023-05-09,19:10:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,44857,T intersection,3,60,Arterial Other,MAIN,NILLUMBIK,-37.70278,145.16652,2023,5,May,19,Night,Weekday
T20230010855,2023-05-09,09:59:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,39833,T intersection,3,70,Local Road,LIVERPOOL,MAROONDAH,-37.826553,145.318,2023,5,May,9,Morning Peak,Weekday
T20230010868,2023-05-09,14:48:00,2,Struck Pedestrian,2,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,776317,Not at intersection,3,50,Local Road,VIEW,BRIMBANK,-37.744373,144.80392,2023,5,May,14,Midday,Weekday
T20230010866,2023-05-09,16:16:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,773924,T intersection,3,80,Local Road,CHERRY FLAT,BALLARAT,-37.601482,143.80447,2023,5,May,16,Afternoon Peak,Weekday
T20230015409,2023-05-09,09:20:00,1,Collision with vehicle,2,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,777789,Cross intersection,3,60,Arterial Other,CLARENDON,MELBOURNE,-37.82525,144.957,2023,5,May,9,Morning Peak,Weekday
T20230010883,2023-05-09,21:38:00,1,Collision with vehicle,2,Tuesday,119,OTHER ADJACENT (INTERSECTIONS ONLY),3,15140,Cross intersection,3,60,Local Road,PLEASANT,BALLARAT,-37.581608,143.83504,2023,5,May,21,Night,Weekday
T20230010815,2023-05-09,03:45:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,36666,Cross intersection,2,70,Arterial Highway,HODDLE,YARRA,-37.799847,144.99298,2023,5,May,3,Late Night,Weekday
T20230010816,2023-05-09,02:50:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,778233,Not at intersection,3,100,Arterial Highway,PRINCES,SURF COAST,-38.212643,144.18974,2023,5,May,2,Late Night,Weekday
T20230010817,2023-05-09,04:59:00,3,Struck animal,2,Tuesday,167,STRUCK ANIMAL,5,778059,Not at intersection,3,100,Local Road,SEYMOUR-AVENEL,MITCHELL,-36.99036,145.15811,2023,5,May,4,Late Night,Weekday
T20230010843,2023-05-09,11:20:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,282480,Cross intersection,3,80,Arterial Highway,PRINCES,DANDENONG,-37.975204,145.2037,2023,5,May,11,Midday,Weekday
T20230010873,2023-05-09,16:30:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,42814,Cross intersection,3,80,Arterial Highway,NEPEAN,KINGSTON,-37.987312,145.07915,2023,5,May,16,Afternoon Peak,Weekday
T20230010818,2023-05-09,05:10:00,4,Collision with a fixed object,2,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,786754,Not at intersection,3,100,Arterial Highway,STRZELECKI,SOUTH GIPPSLAND,-38.371166,146.18028,2023,5,May,5,Morning Peak,Weekday
T20230010824,2023-05-09,06:08:00,2,Struck Pedestrian,2,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,788399,Cross intersection,2,60,Arterial Highway,QUEENS,PORT PHILLIP,-37.848206,144.97752,2023,5,May,6,Morning Peak,Weekday
T20230010872,2023-05-09,16:30:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),2,775733,Not at intersection,2,80,Arterial Other,CANTERBURY,MAROONDAH,-37.825157,145.29135,2023,5,May,16,Afternoon Peak,Weekday
T20230010826,2023-05-09,07:30:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,38080,Cross intersection,2,60,Arterial Other,HEIDELBERG,DAREBIN,-37.782364,145.02269,2023,5,May,7,Morning Peak,Weekday
T20230010828,2023-05-09,09:15:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,773738,Not at intersection,3,60,Arterial Other,HIGH,MANNINGHAM,-37.774277,145.11414,2023,5,May,9,Morning Peak,Weekday
T20230010829,2023-05-09,08:42:00,2,Struck Pedestrian,2,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,788337,Cross intersection,2,60,Arterial Other,MALVERN,STONNINGTON,-37.851624,145.03003,2023,5,May,8,Morning Peak,Weekday
T20230010833,2023-05-09,06:47:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,773739,T intersection,3,80,Local Road,MAIN SOUTH,BAW BAW,-38.188168,145.83896,2023,5,May,6,Morning Peak,Weekday
T20230010867,2023-05-09,17:00:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,773795,Not at intersection,3,60,Local Road,KOROIT,WARRNAMBOOL,-38.38037,142.4764,2023,5,May,17,Afternoon Peak,Weekday
T20230010975,2023-05-09,16:58:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,777724,Not at intersection,3,100,Freeway,EASTERN,BOROONDARA,-37.779964,145.0861,2023,5,May,16,Afternoon Peak,Weekday
T20230010911,2023-05-09,20:32:00,4,Collision with a fixed object,2,Tuesday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY,5,776697,Not at intersection,2,80,Freeway,SUNBURY,HUME,-37.66152,144.85399,2023,5,May,20,Night,Weekday
T20230010876,2023-05-09,18:46:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,3,41326,T intersection,2,60,Local Road,KAMBROOK,GLEN EIRA,-37.876858,145.03545,2023,5,May,18,Afternoon Peak,Weekday
T20230016608,2023-05-09,16:40:00,1,Collision with vehicle,2,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY),2,779777,T intersection,3,70,Arterial Highway,PLENTY,DAREBIN,-37.711834,145.04758,2023,5,May,16,Afternoon Peak,Weekday
T20230010877,2023-05-09,18:25:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),5,358701,Multiple intersection,3,80,Freeway,SOUTH GIPPSLAND-SOUTH GIPPSLAND IN,DANDENONG,-38.035767,145.24625,2023,5,May,18,Afternoon Peak,Weekday
T20230010999,2023-05-09,18:50:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,786912,Cross intersection,3,90,Arterial Other,FRANKSTON-FLINDERS,MORNINGTON PENINSULA,-38.272057,145.18996,2023,5,May,18,Afternoon Peak,Weekday
T20230010858,2023-05-09,13:56:00,2,Struck Pedestrian,2,Tuesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,40161,Cross intersection,2,40,Arterial Other,HOTHAM,GLEN EIRA,-37.866455,145.00003,2023,5,May,13,Midday,Weekday
T20230010844,2023-05-09,10:36:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,780568,Not at intersection,2,80,Freeway,WESTERN,BALLARAT,-37.557503,143.91518,2023,5,May,10,Midday,Weekday
T20230010839,2023-05-09,07:14:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,42547,Cross intersection,3,40,Arterial Other,POLICE,MONASH,-37.934273,145.1658,2023,5,May,7,Morning Peak,Weekday
T20230010896,2023-05-09,23:37:00,1,Collision with vehicle,2,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,39516,T intersection,3,70,Arterial Other,MITCHAM,MANNINGHAM,-37.7994,145.18198,2023,5,May,23,Night,Weekday
T20230010859,2023-05-09,12:55:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,721467,T intersection,2,60,Local Road,TAYLORS,BRIMBANK,-37.728596,144.80582,2023,5,May,12,Midday,Weekday
T20230010895,2023-05-09,04:20:00,4,Collision with a fixed object,2,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,786338,Not at intersection,3,60,Arterial Other,MOUNT DANDENONG TOURIST,YARRA RANGES,-37.85107,145.36223,2023,5,May,4,Late Night,Weekday
T20230010892,2023-05-09,18:11:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,3,36499,Cross intersection,3,40,Local Road,BRUNSWICK,YARRA,-37.79906,144.97835,2023,5,May,18,Afternoon Peak,Weekday
T20230011278,2023-05-09,13:00:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,773992,Not at intersection,3,60,Arterial Other,GOVERNOR,KINGSTON,-38.009323,145.1209,2023,5,May,13,Midday,Weekday
T20230010956,2023-05-10,17:35:00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),3,263,Cross intersection,3,60,Arterial Highway,PUNT,STONNINGTON,-37.83063,144.98784,2023,5,May,17,Afternoon Peak,Weekday
T20230010957,2023-05-10,17:47:00,1,Collision with vehicle,3,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,5,773799,T intersection,3,60,Local Road,WATERLOO,LATROBE,-38.178833,146.25233,2023,5,May,17,Afternoon Peak,Weekday
T20230010917,2023-05-10,07:30:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36813,Cross intersection,3,60,Arterial Other,NORMANBY,PORT PHILLIP,-37.828957,144.94844,2023,5,May,7,Morning Peak,Weekday
T20230015695,2023-05-10,12:00:00,4,Collision with a fixed object,3,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,782211,Not at intersection,3,60,Arterial Other,WAVERLEY,STONNINGTON,-37.876743,145.0545,2023,5,May,12,Midday,Weekday
T20230011767,2023-05-10,19:30:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,5,774466,Not at intersection,3,50,Arterial Other,BALLARAT,BRIMBANK,-37.76923,144.77,2023,5,May,19,Night,Weekday
T20230012764,2023-05-10,15:05:00,6,Vehicle overturned (no collision),3,Wednesday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,775440,Not at intersection,3,60,Local Road,HAM,BENDIGO,-36.79134,144.2596,2023,5,May,15,Afternoon Peak,Weekday
T20230013494,2023-05-10,15:30:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,775951,Not at intersection,3,100,Freeway,PRINCES,CASEY,-38.038692,145.33105,2023,5,May,15,Afternoon Peak,Weekday
T20230012002,2023-05-10,19:05:00,1,Collision with vehicle,3,Wednesday,134,LANE CHANGE RIGHT (NOT OVERTAKING),3,776411,Not at intersection,3,70,Arterial Highway,NORTH,MONASH,-37.913227,145.11557,2023,5,May,19,Night,Weekday
T20230010965,2023-05-10,14:41:00,1,Collision with vehicle,3,Wednesday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,1,36173,Cross intersection,3,60,Arterial Other,WELLS,KINGSTON,-38.04418,145.13988,2023,5,May,14,Midday,Weekday
T20230010909,2023-05-10,09:25:00,1,Collision with vehicle,3,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,776131,Not at intersection,3,100,Freeway,MONASH,MONASH,-37.924732,145.17888,2023,5,May,9,Morning Peak,Weekday
T20230010904,2023-05-10,08:54:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,40945,Cross intersection,3,60,Arterial Other,SCORESBY,KNOX,-37.866993,145.26253,2023,5,May,8,Morning Peak,Weekday
T20230010969,2023-05-10,18:10:00,1,Collision with vehicle,3,Wednesday,152,PULLING OUT (OVERTAKING),3,773860,T intersection,3,70,Arterial Other,FEDERATION,MELTON,-37.68353,144.60323,2023,5,May,18,Afternoon Peak,Weekday
T20230010974,2023-05-10,18:30:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,799811,Cross intersection,2,70,Arterial Other,FERNTREE GULLY ROAD SERVICE,MONASH,-37.89903,145.12187,2023,5,May,18,Afternoon Peak,Weekday
T20230010913,2023-05-10,09:00:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,45008,T intersection,3,60,Arterial Other,MAIN,BRIMBANK,-37.74672,144.8207,2023,5,May,9,Morning Peak,Weekday
T20230010901,2023-05-10,07:20:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,2,787189,Not at intersection,3,50,Arterial Other,MELVILLE,MORELAND,-37.73977,144.94562,2023,5,May,7,Morning Peak,Weekday
T20230010976,2023-05-10,20:05:00,1,Collision with vehicle,3,Wednesday,142,LEAVING PARKING,3,773815,Not at intersection,3,40,Arterial Other,MAIN,BRIMBANK,-37.74388,144.79686,2023,5,May,20,Night,Weekday
T20230010900,2023-05-10,06:05:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,2,773952,T intersection,2,80,Arterial Other,PLENTY,WHITTLESEA,-37.632565,145.09601,2023,5,May,6,Morning Peak,Weekday
T20230010984,2023-05-10,02:45:00,4,Collision with a fixed object,3,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,775641,Not at intersection,3,40,Local Road,OUTLOOK,MORELAND,-37.733784,144.97687,2023,5,May,2,Late Night,Weekday
T20230013068,2023-05-10,06:10:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),3,775652,Not at intersection,3,80,Arterial Other,BERWICK-CRANBOURNE,CASEY,-38.115643,145.32779,2023,5,May,6,Morning Peak,Weekday
T20230010915,2023-05-10,09:50:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,773858,Not at intersection,3,60,Local Road,KOOYONG,GLEN EIRA,-37.894424,145.01338,2023,5,May,9,Morning Peak,Weekday
T20230024118,2023-05-10,18:44:00,1,Collision with vehicle,3,Wednesday,150,HEAD ON(OVERTAKING),2,783211,Not at intersection,3,60,Arterial Other,GISBORNE-KILMORE,MACEDON RANGES,-37.484875,144.59174,2023,5,May,18,Afternoon Peak,Weekday
T20230010977,2023-05-10,16:08:00,1,Collision with vehicle,3,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,143744,Not at intersection,3,40,Local Road,EXHIBITION,MELBOURNE,-37.81055,144.96985,2023,5,May,16,Afternoon Peak,Weekday
T20230012709,2023-05-10,10:30:00,1,Collision with vehicle,3,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,1135,Cross intersection,3,80,Arterial Other,HUME,HUME,-37.62195,144.94781,2023,5,May,10,Midday,Weekday
T20230010980,2023-05-10,20:30:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),3,43861,Cross intersection,2,60,Arterial Other,GREAVES,CASEY,-38.056866,145.31456,2023,5,May,20,Night,Weekday
T20230010983,2023-05-10,19:38:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,5,38883,Cross intersection,2,60,Arterial Other,HIGH,BOROONDARA,-37.81016,145.02632,2023,5,May,19,Night,Weekday
T20230010981,2023-05-10,20:33:00,4,Collision with a fixed object,3,Wednesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,787314,Not at intersection,3,100,Arterial Highway,MIDLAND,BENALLA,-36.728294,145.99579,2023,5,May,20,Night,Weekday
T20230010924,2023-05-10,08:20:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,774034,T intersection,2,80,Local Road,WILLIAM,CASEY,-38.029495,145.33228,2023,5,May,8,Morning Peak,Weekday
T20230011021,2023-05-10,09:55:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,41746,T intersection,3,50,Arterial Other,BLACKBURN,MONASH,-37.91743,145.13992,2023,5,May,9,Morning Peak,Weekday
T20230010925,2023-05-10,06:22:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,5,40965,T intersection,3,60,Arterial Other,SCORESBY,KNOX,-37.842567,145.27046,2023,5,May,6,Morning Peak,Weekday
T20230010926,2023-05-10,11:00:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,50812,Cross intersection,2,100,Local Road,BLAMEY,MOIRA,-35.984375,145.55937,2023,5,May,11,Midday,Weekday
T20230011030,2023-05-10,20:30:00,1,Collision with vehicle,3,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,782428,Not at intersection,3,50,Local Road,CHAPEL,STONNINGTON,-37.846245,144.99426,2023,5,May,20,Night,Weekday
T20230010932,2023-05-10,10:20:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,775202,Cross intersection,1,50,Arterial Highway,BELL,DAREBIN,-37.743893,144.98912,2023,5,May,10,Midday,Weekday
T20230010933,2023-05-10,14:45:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,48758,Cross intersection,2,60,Local Road,PATTERSONS,CASEY,-38.12094,145.346,2023,5,May,14,Midday,Weekday
T20230010942,2023-05-10,14:25:00,2,Struck Pedestrian,3,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,35352,Cross intersection,3,40,Arterial Other,CLARENDON,MELBOURNE,-37.826637,144.95764,2023,5,May,14,Midday,Weekday
T20230011099,2023-05-10,15:51:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,779224,Not at intersection,3,80,Local Road,HARKAWAY,CASEY,-37.99721,145.34557,2023,5,May,15,Afternoon Peak,Weekday
T20230010945,2023-05-10,15:59:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,35515,Multiple intersection,2,50,Freeway,CALDER OUT-KEILOR,MOONEE VALLEY,-37.733955,144.88316,2023,5,May,15,Afternoon Peak,Weekday
T20230011091,2023-05-10,15:00:00,1,Collision with vehicle,3,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,777783,Not at intersection,3,50,Local Road,GARDINER,MONASH,-37.90386,145.12845,2023,5,May,15,Afternoon Peak,Weekday
T20230015443,2023-05-10,08:25:00,1,Collision with vehicle,3,Wednesday,111,RIGHT FAR (INTERSECTIONS ONLY),2,321820,T intersection,3,60,Local Road,BOUNDARY,MELTON,-37.808083,144.72339,2023,5,May,8,Morning Peak,Weekday
T20230010986,2023-05-10,21:30:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,3,43620,T intersection,2,80,Arterial Highway,PRINCES,CASEY,-38.01419,145.29015,2023,5,May,21,Night,Weekday
T20230010953,2023-05-10,15:10:00,1,Collision with vehicle,3,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,774076,Not at intersection,3,50,Local Road,JAMES,DANDENONG,-37.978294,145.20834,2023,5,May,15,Afternoon Peak,Weekday
