ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,ROAD_NAME,LGA_NAME,LATITUDE,LONGITUDE,YEAR,MONTH,MONTH_NAME,HOUR,TIME_PERIOD,DAY_TYPE
T20230010554,2023-05-05,15:35:00,1,Collision with vehicle,5,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,47504,T intersection,3,60,Freeway,HOPKINS,MELTON,-37.74261,144.70088,2023,5,May,15,Afternoon Peak,Weekday
T20230010513,2023-05-05,09:30:00,8,No collision and no object struck,5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,279272,T intersection,3,80,Freeway,BANDIANA LINK,WODONGA,-36.10949,146.89938,2023,5,May,9,Morning Peak,Weekday
T20230010556,2023-05-05,17:54:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),2,92,Cross intersection,3,60,Arterial Highway,SURF COAST,GEELONG,-38.193665,144.34279,2023,5,May,17,Afternoon Peak,Weekday
T20230010557,2023-05-05,16:00:00,1,Collision with vehicle,5,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,43823,T intersection,3,80,Arterial Other,MONBULK,YARRA RANGES,-37.840218,145.42613,2023,5,May,16,Afternoon Peak,Weekday
T20230010560,2023-05-05,18:15:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,777364,Not at intersection,3,60,Local Road,CURLETTS,GEELONG,-38.01713,144.40404,2023,5,May,18,Afternoon Peak,Weekday
T20230011028,2023-05-05,22:00:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),6,40589,T intersection,3,50,Arterial Highway,WARRIGAL,BOROONDARA,-37.866882,145.0927,2023,5,May,22,Night,Weekday
T20230010566,2023-05-05,18:09:00,1,Collision with vehicle,5,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,39149,T intersection,3,60,Arterial Other,DONCASTER,BOROONDARA,-37.794086,145.07906,2023,5,May,18,Afternoon Peak,Weekday
T20230010713,2023-05-05,19:25:00,6,Vehicle overturned (no collision),5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,25256,Cross intersection,3,80,Arterial Other,PRINCES,CARDINIA,-38.061775,145.45534,2023,5,May,19,Night,Weekday
T20230010626,2023-05-05,15:30:00,1,Collision with vehicle,5,Friday,137,LEFT TURN SIDESWIPE,1,29431,T intersection,3,60,Arterial Other,LANSDOWNE,MELBOURNE,-37.815514,144.97736,2023,5,May,15,Afternoon Peak,Weekday
T20230010586,2023-05-05,21:47:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),3,775580,Not at intersection,2,80,Arterial Highway,NEPEAN,KINGSTON,-37.982212,145.07158,2023,5,May,21,Night,Weekday
T20230010581,2023-05-05,17:50:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),5,773646,T intersection,3,100,Arterial Highway,SUNRAYSIA,PYRENEES,-37.024345,143.42003,2023,5,May,17,Afternoon Peak,Weekday
T20230010579,2023-05-05,19:55:00,4,Collision with a fixed object,5,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,774385,Not at intersection,2,80,Local Road,EDWARDS,WODONGA,-36.102154,146.82698,2023,5,May,19,Night,Weekday
T20230010510,2023-05-05,08:20:00,2,Struck Pedestrian,5,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,773577,Not at intersection,3,60,Arterial Other,GLENFERN,KNOX,-37.898235,145.29462,2023,5,May,8,Morning Peak,Weekday
T20230010511,2023-05-05,08:30:00,8,No collision and no object struck,5,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,773613,Not at intersection,2,60,Local Road,THE BOULEVARD,SHEPPARTON,-36.364803,145.39091,2023,5,May,8,Morning Peak,Weekday
T20230010564,2023-05-05,18:10:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,3,50001,Cross intersection,2,60,Arterial Highway,MCKILLOP,GEELONG,-38.155567,144.36542,2023,5,May,18,Afternoon Peak,Weekday
T20230010521,2023-05-05,08:20:00,1,Collision with vehicle,5,Friday,150,HEAD ON(OVERTAKING),1,776939,Not at intersection,2,60,Local Road,BROAD GULLY,NILLUMBIK,-37.639072,145.16483,2023,5,May,8,Morning Peak,Weekday
T20230010522,2023-05-05,09:12:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,775446,Not at intersection,2,100,Freeway,HUME,WHITTLESEA,-37.65206,144.98997,2023,5,May,9,Morning Peak,Weekday
T20230010573,2023-05-05,14:25:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,6,Cross intersection,3,60,Local Road,LYGON,YARRA,-37.784336,144.96974,2023,5,May,14,Midday,Weekday
T20230010541,2023-05-05,11:29:00,1,Collision with vehicle,5,Friday,120,HEAD ON (NOT OVERTAKING),1,342065,Y intersection,2,100,Arterial Highway,STRZELECKI,SOUTH GIPPSLAND,-38.375263,146.17778,2023,5,May,11,Midday,Weekday
T20230012225,2023-05-05,08:15:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,861,Cross intersection,3,50,Local Road,MAIN,MORELAND,-37.737373,144.96304,2023,5,May,8,Morning Peak,Weekday
T20230011356,2023-05-05,13:15:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,341350,Cross intersection,3,60,Non Arterial,HACKETTS,WYNDHAM,-37.896126,144.71686,2023,5,May,13,Midday,Weekday
T20230010651,2023-05-06,19:00:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,779087,Cross intersection,2,40,Arterial Other,VICTORIA,YARRA,-37.81009,144.99602,2023,5,May,19,Night,Weekend
T20230010621,2023-05-06,10:20:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,80828,Not at intersection,2,60,Arterial Highway,PUNT,STONNINGTON,-37.83458,144.9873,2023,5,May,10,Midday,Weekend
T20230011865,2023-05-06,12:00:00,8,No collision and no object struck,6,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,775425,Not at intersection,3,80,Arterial Highway,GREAT ALPINE,ALPINE,-36.757126,147.02185,2023,5,May,12,Midday,Weekend
T20230010616,2023-05-06,09:20:00,1,Collision with vehicle,6,Saturday,132,RIGHT REAR.,1,66124,T intersection,3,60,Local Road,FORSTER,WHITEHORSE,-37.81903,145.21336,2023,5,May,9,Morning Peak,Weekend
T20230010650,2023-05-06,20:19:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,235245,Y intersection,2,70,Arterial Other,MAIN,BANYULE,-37.732967,145.13724,2023,5,May,20,Night,Weekend
T20230010610,2023-05-06,06:20:00,1,Collision with vehicle,6,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),3,346758,T intersection,3,70,Arterial Other,FERNTREE GULLY,MONASH,-37.903885,145.16374,2023,5,May,6,Morning Peak,Weekend
T20230010607,2023-05-06,06:50:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29420,Cross intersection,2,40,Local Road,FLINDERS,MELBOURNE,-37.819614,144.96002,2023,5,May,6,Morning Peak,Weekend
T20230010605,2023-05-06,07:30:00,8,No collision and no object struck,6,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,774340,Not at intersection,2,70,Arterial Highway,NORTH,GLEN EIRA,-37.905827,145.05455,2023,5,May,7,Morning Peak,Weekend
T20230010601,2023-05-06,00:23:00,4,Collision with a fixed object,6,Saturday,175,OFF END OF ROAD/T-INTERSECTION.,5,45296,T intersection,3,80,Local Road,KONAGADERRA,HUME,-37.521194,144.80109,2023,5,May,0,Late Night,Weekend
T20230010598,2023-05-06,01:05:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,773584,T intersection,3,80,Arterial Highway,SOUTH GIPPSLAND,DANDENONG,-38.00604,145.228,2023,5,May,1,Late Night,Weekend
T20230010597,2023-05-06,00:13:00,1,Collision with vehicle,6,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,777685,Not at intersection,3,60,Arterial Other,BEACH,BAYSIDE,-37.990486,145.02916,2023,5,May,0,Late Night,Weekend
T20230010596,2023-05-06,01:07:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,48492,Cross intersection,2,50,Local Road,LYGON,YARRA,-37.78182,144.97014,2023,5,May,1,Late Night,Weekend
T20230010612,2023-05-06,08:56:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,774131,Not at intersection,3,50,Arterial Other,NICHOLSON,MORELAND,-37.753098,144.9762,2023,5,May,8,Morning Peak,Weekend
T20230010648,2023-05-06,18:53:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,44107,Cross intersection,2,60,Arterial Other,STONY POINT,MORNINGTON PENINSULA,-38.353504,145.19441,2023,5,May,18,Afternoon Peak,Weekend
T20230010646,2023-05-06,15:10:00,4,Collision with a fixed object,6,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,773647,Not at intersection,3,60,Local Road,ROCKBANK MIDDLE,MELTON,-37.744946,144.74013,2023,5,May,15,Afternoon Peak,Weekend
T20230010640,2023-05-06,14:25:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,773982,Not at intersection,2,100,Arterial Highway,GLENELG,SOUTHERN GRAMPIANS,-37.654305,142.32042,2023,5,May,14,Midday,Weekend
T20230010638,2023-05-06,15:55:00,2,Struck Pedestrian,6,Saturday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,774428,Not at intersection,3,50,Local Road,RAYMOND MCMAHON,CASEY,-37.978542,145.25887,2023,5,May,15,Afternoon Peak,Weekend
T20230010654,2023-05-06,18:42:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,36987,T intersection,3,40,Local Road,SPRING,MELBOURNE,-37.81136,144.97305,2023,5,May,18,Afternoon Peak,Weekend
T20230010850,2023-05-06,17:00:00,5,collision with some other object,6,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,2,773950,Not at intersection,3,100,Local Road,OLD COACH,BENALLA,-36.821114,146.1481,2023,5,May,17,Afternoon Peak,Weekend
T20230010632,2023-05-06,13:45:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,773587,Not at intersection,2,50,Local Road,HUDSON,MORELAND,-37.74165,144.9624,2023,5,May,13,Midday,Weekend
T20230010656,2023-05-06,23:10:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,29648,Cross intersection,3,60,Arterial Other,WAVERLEY,STONNINGTON,-37.875977,145.04817,2023,5,May,23,Night,Weekend
T20230010630,2023-05-06,13:40:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,669051,T intersection,3,80,Arterial Highway,BURWOOD,KNOX,-37.88425,145.28186,2023,5,May,13,Midday,Weekend
T20230010663,2023-05-06,23:05:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,235676,T intersection,3,60,Local Road,CITY VISTA,MELTON,-37.7206,144.72566,2023,5,May,23,Night,Weekend
T20230015966,2023-05-06,14:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,777591,Not at intersection,3,70,Arterial Other,KINGS,BRIMBANK,-37.725475,144.78136,2023,5,May,14,Midday,Weekend
T20230010623,2023-05-06,11:25:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43598,Cross intersection,3,60,Arterial Other,BAXTER-TOORADIN,MORNINGTON PENINSULA,-38.195793,145.16074,2023,5,May,11,Midday,Weekend
T20230010665,2023-05-06,23:00:00,4,Collision with a fixed object,6,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,783801,Not at intersection,2,100,Arterial Highway,MURRAY VALLEY,INDIGO,-36.25826,147.08699,2023,5,May,23,Night,Weekend
T20230010628,2023-05-06,12:05:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41460,Cross intersection,3,60,Arterial Other,WAVERLEY,STONNINGTON,-37.878098,145.06567,2023,5,May,12,Midday,Weekend
T20230010946,2023-05-06,10:40:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,785940,T intersection,3,60,Local Road,GRAF,MORNINGTON PENINSULA,-38.224525,145.16861,2023,5,May,10,Midday,Weekend
T20230010629,2023-05-06,10:25:00,4,Collision with a fixed object,6,Saturday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,774411,Not at intersection,2,100,Arterial Highway,PRINCES,EAST GIPPSLAND,-37.829906,147.90022,2023,5,May,10,Midday,Weekend
T20230010675,2023-05-06,16:14:00,1,Collision with vehicle,6,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,50376,Cross intersection,2,100,Arterial Highway,BASS,BASS COAST,-38.432774,145.49718,2023,5,May,16,Afternoon Peak,Weekend
T20230010677,2023-05-06,13:45:00,1,Collision with vehicle,6,Saturday,159,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,1,45517,Cross intersection,3,70,Arterial Other,MELTON,MELTON,-37.68716,144.69717,2023,5,May,13,Midday,Weekend
T20230010699,2023-05-06,11:40:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,773589,Not at intersection,3,60,Arterial Other,PRINCESS,BOROONDARA,-37.799927,145.03017,2023,5,May,11,Midday,Weekend
T20230010681,2023-05-06,13:15:00,1,Collision with vehicle,6,Saturday,120,HEAD ON (NOT OVERTAKING),1,774082,Not at intersection,2,80,Local Road,YARRAGON-LEONGATHA,BAW BAW,-38.210777,146.07047,2023,5,May,13,Midday,Weekend
T20230011438,2023-05-06,10:43:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,278823,Cross intersection,3,60,Arterial Other,MCDONALDS,WHITTLESEA,-37.650497,145.08107,2023,5,May,10,Midday,Weekend
T20230012478,2023-05-06,21:00:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,3,793316,T intersection,3,60,Local Road,JAMES MIRAMS,HUME,-37.61954,144.92717,2023,5,May,21,Night,Weekend
T20230010762,2023-05-06,09:30:00,8,No collision and no object struck,6,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,773655,Not at intersection,3,60,Local Road,DEPOT,BAW BAW,-37.955856,146.40631,2023,5,May,9,Morning Peak,Weekend
T20230010704,2023-05-07,14:45:00,6,Vehicle overturned (no collision),7,Sunday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,1,773882,Not at intersection,2,100,Arterial Highway,GREAT ALPINE,(MOUNT HOTHAM),-36.974495,147.1326,2023,5,May,14,Midday,Weekend
T20230010698,2023-05-07,15:09:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,773649,Not at intersection,3,100,Local Road,GRANTVILLE-GLEN ALVIE,BASS COAST,-38.45443,145.59456,2023,5,May,15,Afternoon Peak,Weekend
T20230010697,2023-05-07,15:30:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37972,Cross intersection,2,50,Local Road,DUNDAS,DAREBIN,-37.75283,145.0064,2023,5,May,15,Afternoon Peak,Weekend
T20230010695,2023-05-07,14:30:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,41013,T intersection,3,80,Arterial Other,DORSET,KNOX,-37.83547,145.2872,2023,5,May,14,Midday,Weekend
T20230010863,2023-05-07,10:30:00,8,No collision and no object struck,7,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,775134,Not at intersection,3,80,Local Road,EILDON-JAMIESON,MANSFIELD,-37.300907,146.09348,2023,5,May,10,Midday,Weekend
T20230010670,2023-05-07,08:16:00,1,Collision with vehicle,7,Sunday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,2,226603,Cross intersection,3,80,Arterial Other,PLENTY,WHITTLESEA,-37.656113,145.07994,2023,5,May,8,Morning Peak,Weekend
T20230010673,2023-05-07,08:40:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,36422,Cross intersection,2,60,Arterial Other,MORNINGTON-TYABB,MORNINGTON PENINSULA,-38.238914,145.06592,2023,5,May,8,Morning Peak,Weekend
T20230012714,2023-05-07,15:00:00,8,No collision and no object struck,7,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,776212,Not at intersection,3,80,Local Road,SNOBS CREEK,MURRINDINDI,-37.343666,145.9078,2023,5,May,15,Afternoon Peak,Weekend
T20230011665,2023-05-07,17:30:00,3,Struck animal,7,Sunday,167,STRUCK ANIMAL,2,774388,Not at intersection,3,100,Arterial Other,SNOW,WANGARATTA,-36.53742,146.6228,2023,5,May,17,Afternoon Peak,Weekend
T20230010707,2023-05-07,17:37:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,70083,T intersection,3,80,Arterial Other,DUNCANS,WYNDHAM,-37.95407,144.70656,2023,5,May,17,Afternoon Peak,Weekend
T20230021031,2023-05-07,05:07:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,281738,Not at intersection,3,100,Freeway,MONASH,STONNINGTON,-37.882866,145.09024,2023,5,May,5,Morning Peak,Weekend
T20230010676,2023-05-07,07:59:00,4,Collision with a fixed object,7,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,775882,Not at intersection,3,100,Arterial Other,DIGGERS REST-COIMADAI,MELTON,-37.62444,144.6532,2023,5,May,7,Morning Peak,Weekend
T20230010789,2023-05-07,18:25:00,2,Struck Pedestrian,7,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,775862,T intersection,2,50,Local Road,DAVISON,SOUTH GIPPSLAND,-38.473915,145.95445,2023,5,May,18,Afternoon Peak,Weekend
T20230012261,2023-05-07,11:00:00,1,Collision with vehicle,7,Sunday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,9,775115,Not at intersection,3,70,Arterial Highway,HODDLE,YARRA,-37.809517,144.99138,2023,5,May,11,Midday,Weekend
T20230010694,2023-05-07,13:53:00,4,Collision with a fixed object,7,Sunday,175,OFF END OF ROAD/T-INTERSECTION.,1,313810,T intersection,2,100,Arterial Other,FOXHOW,CORANGAMITE,-38.038906,143.47746,2023,5,May,13,Midday,Weekend
T20230011013,2023-05-07,11:30:00,1,Collision with vehicle,7,Sunday,112,LEFT FAR (INTERSECTIONS ONLY),1,40857,T intersection,3,60,Arterial Other,BULLA,MOONEE VALLEY,-37.737614,144.90579,2023,5,May,11,Midday,Weekend
T20230010680,2023-05-07,10:30:00,6,Vehicle overturned (no collision),7,Sunday,170,OFF CARRIAGEWAY TO LEFT,1,779507,Not at intersection,2,100,Arterial Other,EPPING-KILMORE,MITCHELL,-37.39698,145.02716,2023,5,May,10,Midday,Weekend
T20230011070,2023-05-07,22:07:00,1,Collision with vehicle,7,Sunday,121,RIGHT THROUGH,3,774437,Multiple intersection,3,80,Arterial Other,CANTERBURY,MAROONDAH,-37.832542,145.21814,2023,5,May,22,Night,Weekend
T20230011785,2023-05-07,11:00:00,1,Collision with vehicle,7,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,60726,Cross intersection,3,50,Local Road,ARMSTRONG,BALLARAT,-37.541565,143.86005,2023,5,May,11,Midday,Weekend
T20230010715,2023-05-07,21:05:00,9,Other accident,7,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,5,49529,Cross intersection,2,80,Arterial Other,GREENDALE-MYRNIONG,MOORABOOL,-37.607754,144.31853,2023,5,May,21,Night,Weekend
T20230010716,2023-05-07,20:30:00,2,Struck Pedestrian,7,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,5,775133,T intersection,3,60,Arterial Other,BALLARAT,MARIBYRNONG,-37.785496,144.87543,2023,5,May,20,Night,Weekend
T20230010702,2023-05-07,16:40:00,4,Collision with a fixed object,7,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,778604,Not at intersection,3,80,Local Road,SEBASTOPOL-SMYTHESDALE,GOLDEN PLAINS,-37.624393,143.77643,2023,5,May,16,Afternoon Peak,Weekend
T20230010920,2023-05-07,14:15:00,1,Collision with vehicle,7,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,775837,Not at intersection,3,40,Local Road,SMITH,YARRA,-37.802624,144.98364,2023,5,May,14,Midday,Weekend
T20230011477,2023-05-07,19:27:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),5,356627,T intersection,3,80,Freeway,METROPOLITAN RING OUT-PLENTY,WHITTLESEA,-37.686153,145.06763,2023,5,May,19,Night,Weekend
T20230010721,2023-05-07,23:35:00,4,Collision with a fixed object,7,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,780276,Not at intersection,1,70,Arterial Highway,BURWOOD,WHITEHORSE,-37.85111,145.14017,2023,5,May,23,Night,Weekend
T20230012601,2023-05-07,14:15:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,775239,Not at intersection,3,80,Arterial Highway,MAROONDAH,MAROONDAH,-37.78672,145.27527,2023,5,May,14,Midday,Weekend
T20230012248,2023-05-07,15:40:00,1,Collision with vehicle,7,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,794132,Not at intersection,3,60,Local Road,COLLEGE,MELBOURNE,-37.79294,144.95905,2023,5,May,15,Afternoon Peak,Weekend
T20230010679,2023-05-07,09:40:00,6,Vehicle overturned (no collision),7,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,775578,T intersection,2,50,Local Road,STATION,SWAN HILL,-35.05605,143.31053,2023,5,May,9,Morning Peak,Weekend
T20230023716,2023-05-08,13:13:00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),9,46898,T intersection,3,60,Arterial Other,PRINCES,WYNDHAM,-37.89387,144.6804,2023,5,May,13,Midday,Weekday
T20230023771,2023-05-08,18:17:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),2,347544,Not at intersection,3,40,Arterial Other,BROADWAY,DAREBIN,-37.716923,145.00928,2023,5,May,18,Afternoon Peak,Weekday
T20230011434,2023-05-08,16:54:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,54370,Cross intersection,3,60,Local Road,DARLING,BALLARAT,-37.574875,143.84026,2023,5,May,16,Afternoon Peak,Weekday
T20230010845,2023-05-08,19:20:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),3,776047,Not at intersection,3,60,Arterial Other,SAYERS,WYNDHAM,-37.85031,144.7044,2023,5,May,19,Night,Weekday
T20230010813,2023-05-08,21:45:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),5,775458,Not at intersection,3,50,Local Road,WEST,MORELAND,-37.714973,144.9369,2023,5,May,21,Night,Weekday
T20230010812,2023-05-08,19:49:00,4,Collision with a fixed object,1,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,773792,Not at intersection,1,100,Local Road,ROSEDALE-FLYNNS CREEK,WELLINGTON,-38.191505,146.72174,2023,5,May,19,Night,Weekday
T20230010808,2023-05-08,19:30:00,8,No collision and no object struck,1,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,715605,Not at intersection,3,60,Arterial Other,RIVERSDALE,BOROONDARA,-37.834488,145.08531,2023,5,May,19,Night,Weekday
T20230010806,2023-05-08,15:54:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,773920,Not at intersection,3,80,Arterial Highway,GREENSBOROUGH,BANYULE,-37.698215,145.0914,2023,5,May,15,Afternoon Peak,Weekday
T20230010729,2023-05-08,07:15:00,4,Collision with a fixed object,1,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,2,776173,Not at intersection,3,100,Local Road,BACK BOGA,SWAN HILL,-35.37048,143.54376,2023,5,May,7,Morning Peak,Weekday
T20230010731,2023-05-08,07:00:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,2,777023,T intersection,3,50,Local Road,MARY,MONASH,-37.924763,145.1212,2023,5,May,7,Morning Peak,Weekday
T20230010737,2023-05-08,09:10:00,1,Collision with vehicle,1,Monday,140,U TURN,1,239464,T intersection,2,80,Arterial Other,CRANBOURNE,FRANKSTON,-38.151653,145.15298,2023,5,May,9,Morning Peak,Weekday
T20230010740,2023-05-08,09:44:00,1,Collision with vehicle,1,Monday,132,RIGHT REAR.,1,773730,Cross intersection,3,100,Arterial Highway,MIDLAND,SHEPPARTON,-36.41908,145.1866,2023,5,May,9,Morning Peak,Weekday
T20230010743,2023-05-08,08:25:00,1,Collision with vehicle,1,Monday,120,HEAD ON (NOT OVERTAKING),1,773732,Not at intersection,2,60,Local Road,EARLS,GEELONG,-38.17596,144.40894,2023,5,May,8,Morning Peak,Weekday
T20230010744,2023-05-08,08:50:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,773733,Not at intersection,2,40,Local Road,NOBLE,GEELONG,-38.153313,144.34015,2023,5,May,8,Morning Peak,Weekday
T20230011319,2023-05-08,18:20:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,774050,Not at intersection,3,50,Arterial Other,WICKLOW,MAROONDAH,-37.79494,145.28035,2023,5,May,18,Afternoon Peak,Weekday
T20230013288,2023-05-08,00:40:00,4,Collision with a fixed object,1,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,39733,T intersection,3,70,Arterial Other,BAYSWATER,MAROONDAH,-37.806572,145.27148,2023,5,May,0,Late Night,Weekday
T20240006070,2023-05-08,10:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,800697,Not at intersection,3,60,Freeway,WESTERN RING OUT-PASCOE VALE,HUME,-37.693924,144.91524,2023,5,May,10,Midday,Weekday
T20230010748,2023-05-08,07:26:00,1,Collision with vehicle,1,Monday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,786147,Not at intersection,2,100,Freeway,PRINCES,HOBSONS BAY,-37.86521,144.77551,2023,5,May,7,Morning Peak,Weekday
